source,id,name,address,latitude,longitude,type,contact,task,run_time
baidu,0d3d87cf2afd53c8ab175ac1,众鑫加油站,石家庄市灵寿县X066,38.28290658712728,114.33859166613303,gas_station,13180440000,辛集,2026-04-13T20:10:15
baidu,ba0bfc93a649fcc96c476042,小车行加油点,石家庄市鹿泉区S537,37.99789749940374,114.34229041074103,gas_station,,辛集,2026-04-13T20:10:15
baidu,6b3c421fd8341b9540ab9a67,四公石化加油站,河北省石家庄市藁城区南董镇西四公村,38.092448764351005,114.80644666058988,gas_station,18505000263,辛集,2026-04-13T20:10:15
baidu,0ad543778de973c8ab175af2,中国海油加油站(辛集东华路),石家庄市河北省辛集市衡井线与东华路交叉口西北角,37.89145662373912,115.22301691062324,gas_station,"0311-83891025,956067",辛集,2026-04-13T20:10:15
baidu,dc14c60d751a10822fb96d05,赞皇县诺亚加油站,石家庄市赞皇县东王俄路赞皇县邢郭乡中学北侧约50米,37.63348741106143,114.47512162981702,gas_station,,辛集,2026-04-13T20:10:15
baidu,e21dd218b7a75f243a04b1b8,丰源优能加油站,石家庄市藁城区S204,38.19390338255086,114.73677984922375,gas_station,,辛集,2026-04-13T20:10:15
baidu,91f6dcd18576a55fe215f942,云峰加油站,石家庄市灵寿县X052,38.345355669759165,114.30765827272238,gas_station,,辛集,2026-04-13T20:10:15
baidu,ef78bc88cf03220f08ccddd4,金通加油站,石家庄市正定县X009,38.24974120689975,114.54943316186277,gas_station,,辛集,2026-04-13T20:10:15
baidu,a9600c191f4d2196f4b916eb,振东石化加油站,石家庄市高邑县岗苗大道谷兴庄幼儿园西北侧约280米,37.649310114644784,114.55000239941327,gas_station,,辛集,2026-04-13T20:10:15
baidu,30436ba7e5f195a41b94c631,天益德石化加油站,石家庄市井陉县S037,38.003806600334194,114.02259148874383,gas_station,,辛集,2026-04-13T20:10:15
baidu,3541651db17e6069430245ab,惠源石油加油站,石家庄市元氏县G234,37.765126936929654,114.34779298556639,gas_station,15131121345,辛集,2026-04-13T20:10:15
baidu,867a619dc630b74543ab9ae3,梁家庄加油站,石家庄市藁城区果王线河北省农村信用社西北侧约50米,38.2425257834659,114.80136352613944,gas_station,,辛集,2026-04-13T20:10:15
baidu,6c6bc216b2d45f8dd22dd6e6,华峰石化加油站,石家庄市藁城区廉西大街南马村村东,38.01468766807362,114.82438996716603,gas_station,15031122777,辛集,2026-04-13T20:10:15
baidu,c0c7583bc37a6bb70ab93a60,福尤门加油站,石家庄市井陉县S205,38.13466657248957,114.12954209231884,gas_station,,辛集,2026-04-13T20:10:15
baidu,314685e8121681732ffaa7a8,惠众通加油点,石家庄市新乐市S203与兴新街交叉路口往东约230米,38.36086067699531,114.70138512807763,gas_station,"13102846206,13102846506",辛集,2026-04-13T20:10:15
baidu,5cf1a768b19058e9ee74f890,井陉服务区加油站,河北省石家庄市井陉县阜赞高速井陉服务区(阜赞高速赞皇方向),37.92892612979183,114.1704944264152,gas_station,,辛集,2026-04-13T20:10:15
baidu,ed4f0729a3b8d517e01103c7,增显加油点,石家庄市晋州市仟羽幼儿园东北侧约80米,38.08856479636747,115.0366138163475,gas_station,,辛集,2026-04-13T20:10:15
baidu,f764be37bcde88974afc8d6b,宁泽加油点,河北省石家庄市晋州市管祁街与向阳街交叉口西北方向24米,38.120155513281055,115.06068289775423,gas_station,,辛集,2026-04-13T20:10:15
baidu,00dacd2c544c8897b020a899,志民加油点,石家庄市晋州市Y251晋州农商银行金融便民店西侧,37.98908791019805,115.02129373036009,gas_station,,辛集,2026-04-13T20:10:15
baidu,4a8dd46c56b075e4da2f28a1,正定县瑞丰加油站,石家庄市正定县Y060,38.229299480233294,114.60312144861244,gas_station,,辛集,2026-04-13T20:10:15
baidu,2cd34a1caaa74b6f56bfffc7,冀交能源,石家庄市桥西区工农路中国石油(61站),38.03212290558998,114.43865520202151,gas_station,,辛集,2026-04-13T20:10:15
